Department Name,Classification Name,Job Pay Rate,Job Start Date,Yrs Svc,Job Employer Status,Address Zip Code
UTILIZATION MANAGEME,CASE MANAGEMENT SUPP,25.865,10/4/2007,13.333,RFT - LOA > 30 da,91739
UTILIZATION MANAGEME,CASE MANAGEMENT SUPP,27.158,4/7/1986,34.833,Active Full Time,91767
UTILIZATION MANAGEME,CASE MANAGEMENT SUPP,25.865,9/25/2015,5.417,Active Regular Pa,91710
PLANT OPERATIONS,CENT DISPATCH WORKER,19.389,10/31/2016,4.333,Active Full Time,91767
CLAREMONT HC PRIMARY,CENTER SUPERVISOR,36.725,1/22/2018,3.083,Active Full Time,91767
LAVERNE HC URGENT CA,CENTER SUPERVISOR,36.725,1/27/2020,1.083,Active Full Time,91773
LAVERNE HC PRIMARY C,CENTER SUPERVISOR,42.513,1/12/2015,6.083,Active Full Time,91702
CH CROSSROADS HEALTH,CENTER SUPERVISOR,34.976,7/29/2019,1.583,Active Full Time,92880
CHINO HILLS  HEALTH,CENTER SUPERVISOR,36.725,9/6/2016,4.417,Active Full Time,92881
CLAREMONT HC URGENT,CENTER SUPERVISOR,40.489,12/27/2000,20.167,Active Full Time,91739
FAMILY PRACTICE CLIN,CENTER SUPERVISOR,42.513,2/24/2020,1.0,Active Full Time,92570
CH CROSSROADS URGENT,CENTER SUPERVISOR,42.513,2/8/2016,5.0,Active Full Time,92313
CLINICAL PASTORAL ED,CHAPLAIN,34.078,5/17/2017,3.75,Active Full Time,91711
EMERGENCY DEPT,CHARGE REVENUE REP,22.914,7/9/2007,13.583,Active Full Time,92880
EMERGENCY DEPT,CHARGE REVENUE REP,22.914,5/22/2006,14.75,Active Regular Pa,91786
EMERGENCY DEPT,CHARGE REVENUE REP,22.914,1/5/2004,17.083,Active Full Time,91710
OBSERVATION CARE,CHARGE REVENUE REP,22.914,6/8/2015,5.667,Active Full Time,91767
PHYSICAL THERAPY,CHIEF PHYSICAL THERA,81.154,4/20/1998,22.833,Active Full Time,91709
NICU,CLER ASSOC,23.384,10/22/2007,13.333,Active Regular Pa,91767
EMERGENCY DEPT,CLER ASSOC,18.322,4/19/2017,3.833,Active Full Time,91764
EMERGENCY DEPT,CLER ASSOC,23.384,11/13/2006,14.25,Active Regular Pa,91763
NICU,CLER ASSOC,23.384,12/11/2000,20.167,RFT - LOA > 30 da,92376
EMERGENCY DEPT,CLER ASSOC,23.384,6/16/2001,19.667,Active Full Time,92335
EMERGENCY DEPT,CLER ASSOC,21.211,4/8/2013,7.833,Active Full Time,91766
EMERGENCY DEPT,CLER ASSOC,23.384,1/25/2007,14.083,Active Full Time,91730
EMERGENCY DEPT,CLER ASSOC,23.384,4/1/2006,14.833,Active Full Time,92551
NICU,CLER ASSOC,23.384,11/13/2000,20.25,Active Full Time,91786
EMERGENCY DEPT,CLER ASSOC,23.384,5/8/2000,20.75,RFT - LOA > 30 da,91763
EMERGENCY DEPT,CLER ASSOC,20.201,10/10/2016,4.333,Active Full Time,91767
EMERGENCY DEPT,CLER ASSOC,22.271,4/11/2011,9.833,Active Full Time,91766
EMERGENCY DEPT,CLER ASSOC,17.45,9/9/2019,1.417,Active Full Time,91791
EMERGENCY DEPT,CLER ASSOC,20.201,7/10/2017,3.583,Active Full Time,90022
EMERGENCY DEPT,CLER ASSOC,18.322,11/13/2017,3.25,Active Full Time,92411
EMERGENCY DEPT,CLER ASSOC,20.201,6/6/2014,6.667,Active Full Time,91790
NICU,CLER ASSOC,23.384,3/28/2017,3.917,Active Full Time,91768
EMERGENCY DEPT,CLER ASSOC,23.384,4/10/2006,14.833,Active Regular Pa,92345
EMERGENCY DEPT,CLER ASSOC,23.384,9/10/2007,13.417,RFT - LOA > 30 da,91762
NICU,CLER ASSOC,19.238,1/11/2016,5.083,Active Regular Pa,92509
EMERGENCY DEPT,CLER ASSOC,21.211,5/10/2010,10.75,Active Part Time,91784
EMERGENCY DEPT,CLER ASSOC,23.384,1/8/2007,14.083,Active Full Time,91737
EMERGENCY DEPT,CLER ASSOC,16.619,9/7/2016,4.417,Active Part Time,92504
EMERGENCY DEPT,CLER ASSOC,23.384,8/23/2005,15.5,Active Full Time,92880
EMERGENCY DEPT,CLER ASSOC,23.384,6/20/2001,19.667,Active Regular Pa,91766
EMERGENCY DEPT,CLER ASSOC,19.238,7/11/2016,4.583,Active Part Time,91737
EMERGENCY DEPT,CLER ASSOC,23.384,10/17/2005,15.333,Active Full Time,91740
EMERGENCY DEPT,CLER ASSOC,24.553,7/12/1984,36.583,Active Full Time,91784
EMERGENCY DEPT,CLER ASSOC,23.384,3/10/2008,12.917,Active Full Time,92335
EMERGENCY DEPT,CLER ASSOC,19.238,3/9/2015,5.917,Active Full Time,91762
NICU,CLER ASSOC,23.384,10/24/2006,14.333,Active Full Time,92376
EMERGENCY DEPT,CLER ASSOC,23.384,5/27/2005,15.75,Active Full Time,92336
EMERGENCY DEPT,CLER ASSOC,24.553,1/14/1979,42.083,Active Full Time,91730
FINANCIAL SERVICES,"CLERK, ACCOUNTING",24.303,7/7/2016,4.583,Active Full Time,91723
CASH APPLICATIONS,"CLERK, ACCOUNTING CA",25.519,4/22/1986,34.833,Active Full Time,91766
CASH APPLICATIONS,"CLERK, ACCOUNTING CA",24.303,8/19/1999,21.5,Active Full Time,91765
CASH APPLICATIONS,"CLERK, ACCOUNTING CA",24.303,4/23/2001,19.833,RFT - LOA > 30 da,92553
CASH APPLICATIONS,"CLERK, ACCOUNTING CA",24.303,9/29/2008,12.417,Active Regular Pa,91786
CASH APPLICATIONS,"CLERK, ACCOUNTING CA",23.146,11/23/2015,5.25,Active Full Time,91763
FINANCIAL SERVICES,"CLERK, ACCOUNTS PAYA",25.284,9/6/1994,26.417,Active Full Time,92507
FINANCIAL SERVICES,"CLERK, ACCOUNTS PAYA",25.284,3/27/1989,31.917,Active Full Time,92377
CREDIT & COLLECTIONS,"CLERK, FILE",14.35,9/29/2020,0.417,Active Part Time,91730
CREDIT & COLLECTIONS,"CLERK, FILE",14.35,9/28/2020,0.417,Active Part Time,92337
STORES & DISTRIBUTIO,"CLERK, LEAD WAREHOUS",22.952,3/9/2009,11.917,Active Full Time,91767
HEALTH INFO MGNT,"CLERK, MEDICAL RECOR",22.991,9/17/1990,30.417,Active Full Time,91710
HEALTH INFO MGNT,"CLERK, MEDICAL RECOR",22.991,1/18/1994,27.083,Active Full Time,91710
HEALTH INFO MGNT,"CLERK, MEDICAL RECOR",16.34,4/22/2019,1.833,Active Regular Pa,91768
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",21.526,11/14/2011,9.25,Active Full Time,91766
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",15.297,10/21/2020,0.333,Active Full Time,91762
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",21.526,10/12/2020,0.333,Active Full Time,91763
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",16.865,8/10/2020,0.5,RPT - LOA > 30 da,91766
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",18.594,10/14/2020,0.333,Active Full Time,91768
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",15.297,10/26/2020,0.333,Active Part Time,91761
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE",17.708,3/18/2019,1.917,Active Regular Pa,91766
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE & R",26.738,3/14/1994,26.917,Active Full Time,92407
WAREHOUSE & RECEIVIN,"CLERK, WAREHOUSE & R",26.738,11/11/1985,35.25,Active Full Time,91767
MEDSURG 4 - (4 CENTR,CLIN NUR II,45.442,1/11/2021,0.083,Active Full Time,91792
TRAUMA ICU,CLIN NUR II,50.101,1/11/2021,0.083,Active Full Time,91739
RADIOLOGY-ANGIOGRAPH,CLIN NUR II,60.899,12/14/2020,0.167,Active Full Time,91709
DIALYSIS,CLIN NUR II,57.998,12/14/2020,0.167,Active Full Time,91730
DAY SURGERY,CLIN NUR II,60.899,1/11/2021,0.083,Active Full Time,91773
MEDSURG 4 - (4 CENTR,CLIN NUR II,43.279,1/11/2021,0.083,Active Regular Pa,92505
ICU,CLIN NUR II,60.899,1/11/2021,0.083,Active Full Time,91737
INFORMATION SERVICES,CLINICAL SUPPORT LIA,37.119,9/28/2015,5.417,Active Full Time,91786
INFORMATION SERVICES,CLINICAL SUPPORT LIA,40.924,6/20/2011,9.667,Active Full Time,91762
INFORMATION SERVICES,CLINICAL SUPPORT LIA,30.538,10/30/2015,5.333,Active Full Time,92376
INFORMATION SERVICES,CLINICAL SUPPORT LIA,30.538,10/13/2014,6.333,Active Full Time,92337
INFORMATION SERVICES,CLINICAL SUPPORT LIA,38.975,1/14/2019,2.083,Active Full Time,91730
INFORMATION SERVICES,CLINICAL SUPPORT LIA,37.119,1/3/2012,9.083,Active Full Time,91724
INFORMATION SERVICES,CLINICAL SUPPORT LIA,35.351,6/29/2016,4.667,Active Full Time,92507
INFORMATION SERVICES,CLINICAL SUPPORT LIA,40.924,12/11/2006,14.167,Active Full Time,91764
INFORMATION SERVICES,CLINICAL SUPPORT LIA,40.924,9/23/2002,18.417,Active Full Time,92376
INFORMATION SERVICES,CLINICAL SUPPORT LIA,35.351,5/6/2019,1.75,Active Part Time,91709
SATELLITE CENTRAL BI,"CODER, CBO",36.708,11/2/1998,22.25,Active Full Time,91768
SATELLITE CENTRAL BI,"CODER, CBO",36.708,11/25/1996,24.25,Active Regular Pa,91762
SATELLITE CENTRAL BI,"CODER, CBO",27.393,7/8/2019,1.583,Active Full Time,91767
SATELLITE CENTRAL BI,"CODER, CBO",36.708,10/1/2018,2.333,Active Full Time,91761
SATELLITE CENTRAL BI,"CODER, CBO",26.088,12/3/2020,0.167,Active Full Time,92878
SATELLITE CENTRAL BI,"CODER, CBO",36.708,6/27/2005,15.667,Active Full Time,91764
SATELLITE CENTRAL BI,"CODER, CBO",38.543,7/29/1986,34.583,Active Regular Pa,91784
SATELLITE CENTRAL BI,"CODER, CBO",34.96,2/2/2016,5.0,Active Regular Pa,92808
SATELLITE CENTRAL BI,"CODER, CBO",27.393,11/4/2019,1.25,Active Full Time,91702
HUMAN RESOURCES,COMPENSATION ANALYST,48.534,8/29/2012,8.5,Active Full Time,91730
HUMAN RESOURCES,COMPENSATION ANALYST,48.534,4/29/2005,15.833,Active Full Time,92336
COMPLIANCE,COMPLIANCE OFFICER,92.621,5/5/2005,15.75,Active Full Time,92595
FOOD & NUTRITION SER,COOK I,18.131,8/6/2019,1.5,Active Part Time,91766
FOOD & NUTRITION SER,COOK I,24.297,11/9/1989,31.25,Active Full Time,91789
FNS CATERING,COOK I,23.14,12/3/1996,24.167,Active Full Time,91762
FOOD & NUTRITION SER,COOK I,23.14,11/11/2019,1.25,Active Part Time,91730
FNS CATERING,COOK I,23.14,8/1/2007,13.5,Active Full Time,92509
CARDIAC SURGERY ADMI,"COORD, CARD SERV",36.416,6/28/1994,26.667,Active Regular Pa,91750
CATH LAB,"COORD, CARD SERV",35.278,3/17/2008,12.917,Active Full Time,92376
EDUCATION,"COORD, ED",28.587,8/28/1995,25.5,Active Regular Pa,91784
PATIENT ACCESS SERVI,"COORD, FINANCIAL COU",28.215,7/14/2003,17.583,Active Full Time,92336
NURSE STAFFING,"COORD, ICU",30.099,8/8/2005,15.5,Active Full Time,91765
MAIL/MESSENGERS,"COORD, MAIL/MESS",25.991,3/8/1993,27.917,Active Full Time,92507
NURSE STAFFING,"COORD, NURSE STAFF",27.138,11/25/2020,0.25,Active Part Time,91739
NURSE STAFFING,"COORD, NURSE STAFF",22.328,1/9/2017,4.083,Active Regular Pa,91708
NURSE STAFFING,"COORD, NURSE STAFF",29.92,9/9/2003,17.417,Per Diem - LOA,91724
NURSE STAFFING,"COORD, NURSE STAFF",31.416,6/11/1984,36.667,Active Regular Pa,91710
NURSE STAFFING,"COORD, NURSE STAFF",31.416,2/8/1988,33.0,Active Part Time,91765
NURSE STAFFING,"COORD, NURSE STAFF",29.92,11/9/2015,5.25,Active Regular Pa,90605
NURSE STAFFING,"COORD, NURSE STAFF",29.92,3/26/2001,19.917,Active Full Time,91709
NURSE STAFFING,"COORD, NURSE STAFF",31.416,1/15/1990,31.083,Active Full Time,91709
NURSE STAFFING,"COORD, NURSE STAFF",22.328,9/9/2019,1.417,Active Regular Pa,91764
NURSE STAFFING,"COORD, NURSE STAFF",31.416,10/12/1987,33.333,Active Full Time,92337
NURSE STAFFING,"COORD, NURSE STAFF",31.416,2/9/1987,34.0,Active Full Time,91766
SURGERY,"COORD, SURGERY",33.598,1/28/2002,19.083,RFT - LOA > 30 da,91750
SURGERY,"COORD, SURGERY",38.895,6/11/2007,13.667,Active Full Time,91708
UTILIZATION MANAGEME,"COORD, UM REPORTING",40.471,4/5/1993,27.833,Active Full Time,91762
LDRP O.R.,COORDINATOR,29.495,12/31/1986,34.167,Active Full Time,91768
EMERGENCY DEPT,COORDINATOR,28.09,8/11/2014,6.5,Active Full Time,92337
FAMILY MEDICINE RESI,"COORDINATOR, ADMIN F",35.944,7/22/1996,24.583,Active Full Time,91764
CHILDREN'S OUTPATIEN,"COORDINATOR, CHILDRE",31.604,4/12/1993,27.833,Active Full Time,91761
CHILDREN'S OUTPATIEN,"COORDINATOR, CHILDRE",30.099,3/25/1998,22.917,Active Full Time,90621
EMERGENCY DEPT,"COORDINATOR, CLINICA",76.631,9/8/2014,6.417,Active Regular Pa,92336
CARDIAC SURGERY ADMI,"COORDINATOR, CLINICA",76.631,1/24/2013,8.083,Active Full Time,92377
SURGERY,"COORDINATOR, CLINICA",76.631,2/4/2008,13.0,Active Full Time,91730
CARDIAC SURGERY ADMI,"COORDINATOR, CLINICA",76.631,11/9/1998,22.25,Active Full Time,91767
RESOURCE CENTER,"COORDINATOR, CLINICA",66.196,8/5/2019,1.5,Active Full Time,91766
CARDIAC SURGERY ADMI,"COORDINATOR, CLINICA",80.463,10/14/1985,35.333,Active Full Time,91730
CANCER REGISTRY,"COORDINATOR, CLINICA",39.615,3/9/2009,11.917,Active Full Time,91701
MEDI-CAL BILLING,"COORDINATOR, CONTRAC",31.107,11/15/2004,16.25,Active Full Time,91730
CONTRACT BILLING,"COORDINATOR, CONTRAC",32.662,3/30/1987,33.917,Active Full Time,91708
CONTRACT BILLING,"COORDINATOR, CONTRAC",31.107,7/19/2004,16.583,Active Full Time,91765
CONTRACT BILLING,"COORDINATOR, CONTRAC",31.107,3/20/2000,20.917,Active Full Time,91764
CONTRACT BILLING,"COORDINATOR, CONTRAC",29.626,3/8/2005,15.917,Active Full Time,92324
MEDICAL STAFF OFFICE,"COORDINATOR, CREDENT",42.507,5/19/1986,34.75,Active Full Time,91710
CREDIT & COLLECTIONS,"COORDINATOR, CREDIT",31.107,4/12/2010,10.833,RFT - LOA > 30 da,91762
ENVIRONMENTAL SAFETY,"COORDINATOR, DISASTE",41.579,1/2/2020,1.083,Active Full Time,92886
SLEEP CENTER,"COORDINATOR, DME",29.357,2/1/2016,5.0,Active Full Time,92376
FAMILY MEDICINE RESI,"COORDINATOR, FAMILY",33.31,3/9/2020,0.917,Active Full Time,92503
FAMILY PRACTICE CLIN,"COORDINATOR, FHC ADM",26.822,8/17/2020,0.5,Active Full Time,91764
CLAREMONT HC URGENT,"COORDINATOR, INDUSTR",24.266,5/1/2018,2.75,Active Full Time,92376
CLAREMONT HC URGENT,"COORDINATOR, INDUSTR",30.223,11/1/2007,13.25,RFT - LOA > 30 da,91762
CH CROSSROADS URGENT,"COORDINATOR, INDUSTR",26.108,8/11/2014,6.5,RFT - LOA > 30 da,90640
CH CROSSROADS URGENT,"COORDINATOR, INDUSTR",28.09,11/15/2006,14.25,Active Full Time,91766
LAVERNE HC URGENT CA,"COORDINATOR, INDUSTR",25.48,3/5/2018,2.917,Active Full Time,91767
CANCER REGISTRY,"COORDINATOR, IRB",38.648,7/15/2008,12.583,Active Regular Pa,91786
CHILDREN'S OUTPATIEN,"COORDINATOR, LEAD CA",28.451,2/1/2016,5.0,Active Regular Pa,92883
CHILDREN'S OUTPATIEN,"COORDINATOR, LEAD CA",28.451,2/12/2001,20.0,Active Full Time,92555
MEDICARE BILLING,"COORDINATOR, MEDI-CA",31.107,2/25/1999,22.0,Active Full Time,92337
RADIATION ONCOLOGY,"COORDINATOR, MEDICAL",30.099,6/11/2007,13.667,Active Full Time,92316
CLAREMONT HC ADMIN,"COORDINATOR, MEDICAL",28.09,2/5/2018,3.0,Active Full Time,91706
MEDICAL ONCOLOGY,"COORDINATOR, MEDICAL",27.3,3/7/2016,4.917,Active Full Time,91773
MEDICAL ONCOLOGY,"COORDINATOR, MEDICAL",23.583,12/11/2017,3.167,Active Full Time,91761
MEDICAL ONCOLOGY,"COORDINATOR, MEDICAL",24.762,4/8/2019,1.833,Active Full Time,92335
MEDICAL ONCOLOGY,"COORDINATOR, MEDICAL",25.999,10/31/2016,4.333,Active Full Time,91784
RADIATION ONCOLOGY,"COORDINATOR, MEDICAL",30.099,4/12/2004,16.833,Active Full Time,91737
RADIATION ONCOLOGY,"COORDINATOR, MEDICAL",30.099,5/24/2004,16.75,Active Full Time,91711
LAVERNE HC URGENT CA,"COORDINATOR, OFFICE",30.099,1/22/2018,3.083,Active Full Time,92376
LAVERNE HC PRIMARY C,"COORDINATOR, OFFICE",27.3,7/9/2018,2.583,Active Full Time,91767
CLAREMONT HC URGENT,"COORDINATOR, OFFICE",27.3,6/2/2008,12.667,Active Full Time,91750
FAMILY PRACTICE CLIN,"COORDINATOR, OFFICE",25.999,2/9/2015,6.0,Active Full Time,92407
PATIENT ACCESS SERVI,"COORDINATOR, PATIENT",26.234,7/26/2013,7.583,Active Full Time,91763
PATIENT ACCESS SERVI,"COORDINATOR, PATIENT",31.107,3/25/2004,16.917,Active Full Time,91739
RESOURCE CENTER,"COORDINATOR, PATIENT",76.631,8/12/2019,1.5,Active Full Time,91740
PATIENT ACCESS SERVI,"COORDINATOR, PATIENT",26.234,1/11/2010,11.083,Active Full Time,91710
PHYSICAL THERAPY,"COORDINATOR, PHYSICA",34.423,3/27/1990,30.917,Active Full Time,91710
EMERGENCY DEPT,"COORDINATOR, PRE HOS",78.943,6/10/1975,45.667,Active Full Time,91784
PATIENT ACCESS SERVI,"COORDINATOR, PRE SER",31.107,1/28/2002,19.083,Active Full Time,92404
MATERIALS MGNT ADMIN,"COORDINATOR, PURCHAS",48.61,2/27/2018,3.0,Active Full Time,92886
QUALITY MANAGEMENT,"COORDINATOR, QM NURS",66.127,7/22/2013,7.583,Active Full Time,91711
QUALITY MANAGEMENT,"COORDINATOR, QM NURS",66.127,5/1/2008,12.75,Active Full Time,92336
QUALITY MANAGEMENT,"COORDINATOR, QM NURS",69.433,5/11/1992,28.75,Active Full Time,91711
QUALITY MANAGEMENT,"COORDINATOR, QM NURS",69.433,3/8/1973,47.917,Active Regular Pa,91786
QUALITY MANAGEMENT,"COORDINATOR, QUALITY",56.035,6/25/2007,13.667,Active Full Time,92376
PATIENT ACCOUNTING,"COORDINATOR, QUALITY",29.626,10/2/2006,14.333,Active Full Time,92337
PATIENT ACCOUNTING,"COORDINATOR, QUALITY",31.107,1/2/2002,19.083,Active Full Time,92307
FAMILY PRACTICE CLIN,"COORDINATOR, REFERRA",23.884,8/1/2005,15.5,Active Full Time,91786
CHINO HILLS  HEALTH,"COORDINATOR, REFERRA",16.974,2/25/2020,1.0,Active Full Time,92335
LAVERNE HC PRIMARY C,"COORDINATOR, REFERRA",23.884,9/18/2017,3.417,Active Full Time,91768
CLAREMONT HC PRIMARY,"COORDINATOR, REFERRA",18.714,1/22/2018,3.083,Active Full Time,91766
FAMILY PRACTICE CLIN,"COORDINATOR, REFERRA",20.632,5/13/2019,1.75,RFT - LOA > 30 da,91766
CLAREMONT HC PRIMARY,"COORDINATOR, REFERRA",23.884,4/29/2002,18.833,Active Full Time,91744
FAMILY PRACTICE CLIN,"COORDINATOR, REFERRA",23.884,6/27/2012,8.667,Active Full Time,92407
CLAREMONT HC PRIMARY,"COORDINATOR, REFERRA",23.884,5/14/2018,2.75,RPT - LOA Workers,91761
CHINO HILLS  HEALTH,"COORDINATOR, REFERRA",21.664,11/9/2015,5.25,Active Full Time,91786
PHYSICAL THERAPY CLA,"COORDINATOR, REHAB S",32.603,8/14/2017,3.5,Active Full Time,91709
PHY THER MILESTONES,"COORDINATOR, REHAB S",36.863,8/10/1998,22.5,RFT - LOA Workers,91767
PHYSICAL THERAPY,"COORDINATOR, REHAB S",32.603,12/30/2014,6.167,Active Full Time,91702
BUSINESS SERVICES SY,"COORDINATOR, REVENUE",30.248,3/13/2006,14.917,Active Full Time,92860
PATIENT RELATIONS,"COORDINATOR, RISK RE",38.544,10/13/2008,12.333,Active Full Time,91761
PHYSICAL THERAPY,"COORDINATOR, SPECIAL",65.733,10/8/2003,17.333,Active Full Time,91750
PHY THER LAVERNE HC,"COORDINATOR, SPECIAL",69.02,3/6/1995,25.917,Active Full Time,92508
CARDIAC WELLNESS,"COORDINATOR, SPECIAL",59.622,9/12/1988,32.417,Active Full Time,92223
PHYSICAL THERAPY MON,"COORDINATOR, SPECIAL",69.02,8/26/1996,24.5,Active Full Time,91711
CLAREMONT HC ADMIN,"COORDINATOR, SR MEDI",28.807,7/15/2005,15.583,Active Regular Pa,91764
VOLUNTEERS,"COORDINATOR, STUDENT",37.06,4/23/2002,18.833,Active Full Time,91730
STORES & DISTRIBUTIO,"COORDINATOR, SURGERY",28.161,6/13/2016,4.667,Active Full Time,92405
ER ADMITTING,"COORDINATOR, TRAUMA",28.885,9/2/1997,23.417,Active Regular Pa,92555
ER ADMITTING,"COORDINATOR, TRAUMA",28.885,1/22/2018,3.083,Active Regular Pa,91786
ER ADMITTING,"COORDINATOR, TRAUMA",26.2,8/2/2007,13.5,RFT - LOA > 30 da,91710
ER ADMITTING,"COORDINATOR, TRAUMA",28.885,9/23/1996,24.417,Active Full Time,91763
ER ADMITTING,"COORDINATOR, TRAUMA",28.885,5/23/2000,20.75,Active Full Time,91768
ER ADMITTING,"COORDINATOR, TRAUMA",28.885,12/11/2000,20.167,Active Full Time,91730
FAMILY ED & RESOURCE,CUST REL LIAISON,30.699,2/5/2001,20.0,Active Full Time,91709
FAMILY ED & RESOURCE,CUST REL LIAISON,29.236,6/12/2006,14.667,Active Regular Pa,91763
FAMILY ED & RESOURCE,CUST REL LIAISON,30.699,3/9/2009,11.917,Active Part Time,91737
FAMILY ED & RESOURCE,CUST REL LIAISON,25.254,10/3/2016,4.333,Active Full Time,91773
FOOD & NUTRITION SER,"CUSTOMER CARE REP, F",22.914,8/5/2008,12.5,Active Regular Pa,92337
FOOD & NUTRITION SER,"CUSTOMER CARE REP, F",22.914,5/13/2000,20.75,Active Full Time,91767
CARDIAC SURGERY ADMI,DATA ANALYST,40.457,8/24/2009,11.5,Active Full Time,91791
CARDIAC SURGERY ADMI,DATA ANALYST,40.457,11/13/2000,20.25,Active Part Time,91722
LABORATORY,DATA ENTRY/LAB AIDE,24.467,5/10/2018,2.75,Active Regular Pa,92399
LABORATORY,DATA ENTRY/LAB AIDE,22.192,1/11/2021,0.083,Active Part Time,91763
LABORATORY,DATA ENTRY/LAB AIDE,24.467,6/15/2006,14.667,Active Full Time,92501
LABORATORY,DATA ENTRY/LAB AIDE,18.257,8/3/2011,9.5,Active Part Time,91766
LABORATORY,DATA ENTRY/LAB AIDE,24.467,6/12/2006,14.667,Active Regular Pa,91765
LABORATORY,DATA ENTRY/LAB AIDE,18.257,9/26/2018,2.417,Active Regular Pa,91767
LABORATORY,DATA ENTRY/LAB AIDE,24.467,4/6/2005,15.833,Active Full Time,91709
LABORATORY,DATA ENTRY/LAB AIDE,24.467,8/9/2006,14.5,Active Regular Pa,91789
LABORATORY,DATA ENTRY/LAB AIDE,18.257,2/8/2016,5.0,Active Part Time,92404
LABORATORY,DATA ENTRY/LAB AIDE,24.467,9/10/2012,8.417,Active Full Time,91762
LABORATORY,DATA ENTRY/LAB AIDE,24.467,11/12/2012,8.25,Active Regular Pa,91730
LABORATORY,DATA ENTRY/LAB AIDE,20.128,1/31/2017,4.083,Active Regular Pa,91730
LABORATORY,DATA ENTRY/LAB AIDE,24.467,6/25/2015,5.667,Active Regular Pa,91763
LABORATORY,DATA ENTRY/LAB AIDE,25.69,5/1/1995,25.75,RFT - LOA Workers,91701
LABORATORY,DATA ENTRY/LAB AIDE,20.128,3/31/2008,12.917,RPT - LOA > 30 da,92336
LABORATORY,DATA ENTRY/LAB AIDE,24.467,7/13/2007,13.583,Active Full Time,91730
RESPIRATORY SERVICES,DEPARTMENT SECRETARY,20.462,6/10/2019,1.667,Active Full Time,92703
SLEEP CENTER,DEPARTMENT SECRETARY,23.687,6/3/2019,1.667,Active Regular Pa,91710
SLEEP CENTER,DEPARTMENT SECRETARY,27.422,8/28/2006,14.5,Active Full Time,91710
SLEEP CENTER,DEPARTMENT SECRETARY,20.462,2/18/2020,1.0,Active Regular Pa,92336
PHYSICIAN BILLING,DEPARTMENT SECRETARY,27.422,10/7/2004,16.333,Active Regular Pa,91792
SLEEP CENTER,DEPARTMENT SECRETARY,27.422,11/24/2008,12.25,Active Full Time,91761
SLEEP CENTER,DEPARTMENT SECRETARY,22.559,8/7/2017,3.5,Active Full Time,92505
SWEET SUCCESS,"DEPT SECR, SWEET SUC",27.422,11/7/2011,9.25,Active Full Time,91711
SWEET SUCCESS,"DEPT SECR, SWEET SUC",27.422,12/14/2015,5.167,Active Full Time,91722
INFORMATION SERVICES,DESKTOP ENGINEER,40.924,3/5/2018,2.917,Active Full Time,91762
INFORMATION SERVICES,DESKTOP ENGINEER,40.924,6/21/1999,21.667,Active Full Time,91801
INFORMATION SERVICES,DESKTOP ENGINEER,38.975,8/11/2014,6.5,Active Full Time,91763
INFORMATION SERVICES,DESKTOP ENGINEER,40.924,10/15/2018,2.333,Active Full Time,91767
INFORMATION SERVICES,DESKTOP ENGINEER,40.924,4/9/2012,8.833,Active Full Time,91741
INFORMATION SERVICES,DESKTOP ENGINEER,40.924,10/31/2016,4.333,Active Full Time,92337
FOOD & NUTRITION SER,"DIETETIC TECH, REGIS",29.333,2/11/1985,36.0,Active Full Time,91701
FOOD & NUTRITION SER,"DIETETIC TECH, REGIS",25.338,4/17/1996,24.833,Active Full Time,91784
FOOD & NUTRITION SER,"DIETETIC TECH, UNREG",21.888,6/11/2008,12.667,Active Regular Pa,91766
FOOD & NUTRITION SER,"DIETETIC TECH, UNREG",26.605,4/15/1996,24.833,Active Part Time,91711
FOOD & NUTRITION SER,"DIETETIC TECH, UNREG",27.936,4/3/1995,25.833,Active Regular Pa,92336
FOOD & NUTRITION SER,"DIETETIC TECH, UNREG",26.605,1/23/2000,21.083,Active Regular Pa,91701
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",42.619,9/4/2015,5.417,Active Full Time,92374
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",49.337,9/12/2005,15.417,Active Full Time,91748
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",42.619,12/1/2016,4.167,Active Regular Pa,91709
SWEET SUCCESS,"DIETITIAN II, CLINIC",46.987,5/9/2016,4.75,Active Full Time,91801
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",51.804,11/3/1980,40.25,Active Regular Pa,92887
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",49.337,12/12/2011,9.167,Active Part Time,92354
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",49.337,6/26/2000,20.667,Active Full Time,91701
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",42.619,8/20/2018,2.5,Active Full Time,91750
FOOD & NUTRITION SER,"DIETITIAN II, CLINIC",51.804,1/24/1994,27.083,Active Part Time,91711
